ParameterID,chemicalLink,toxicityType,listingMechanism,listingMechanismLink,dateListed,doseage,doseageLink
300940,,Cancer,LC,,1-Oct-89,0.09,
300941,,Cancer,LC,,1-Oct-89,0.09,
300942,,Cancer,LC,,1-Oct-89,0.09,
300943,,Cancer,LC,,1-Oct-89,0.09,
300944,,Cancer,LC,,1-Oct-89,0.09,
300979,,Cancer,LC,,1-Oct-89,0.09,
300993,,Cancer,LC,,1-Oct-89,0.09,
300994,,Cancer,LC,,1-Oct-89,0.09,
300995,,Cancer,LC,,1-Oct-89,0.09,
300996,,Cancer,LC,,1-Oct-89,0.09,
300997,,Cancer,LC,,1-Oct-89,0.09,
300998,,Cancer,LC,,1-Oct-89,0.09,
300999,,Cancer,LC,,1-Oct-89,0.09,
301000,,Cancer,LC,,1-Oct-89,0.09,
301001,,Cancer,LC,,1-Oct-89,0.09,
301002,,Cancer,LC,,1-Oct-89,0.09,
301003,,Cancer,LC,,1-Oct-89,0.09,
301004,,Cancer,LC,,1-Oct-89,0.09,
301005,,Cancer,LC,,1-Oct-89,0.09,
301006,,Cancer,LC,,1-Oct-89,0.09,
301007,,Cancer,LC,,1-Oct-89,0.09,
301008,,Cancer,LC,,1-Oct-89,0.09,
301009,,Cancer,LC,,1-Oct-89,0.09,
301010,,Cancer,LC,,1-Oct-89,0.09,
301011,,Cancer,LC,,1-Oct-89,0.09,
301017,,Cancer,LC,,1-Oct-89,0.09,
301018,,Cancer,LC,,1-Oct-89,0.09,
301019,,Cancer,LC,,1-Oct-89,0.09,
301020,,Cancer,LC,,1-Oct-89,0.09,
301021,,Cancer,LC,,1-Oct-89,0.09,
301022,,Cancer,LC,,1-Oct-89,0.09,
301023,,Cancer,LC,,1-Oct-89,0.09,
301024,,Cancer,LC,,1-Oct-89,0.09,
301025,,Cancer,LC,,1-Oct-89,0.09,
301026,,Cancer,LC,,1-Oct-89,0.09,
301027,,Cancer,LC,,1-Oct-89,0.09,
301028,,Cancer,LC,,1-Oct-89,0.09,
301029,,Cancer,LC,,1-Oct-89,0.09,
301030,,Cancer,LC,,1-Oct-89,0.09,
301031,,Cancer,LC,,1-Oct-89,0.09,
301032,,Cancer,LC,,1-Oct-89,0.09,
301033,,Cancer,LC,,1-Oct-89,0.09,
301034,,Cancer,LC,,1-Oct-89,0.09,
301035,,Cancer,LC,,1-Oct-89,0.09,
301036,,Cancer,LC,,1-Oct-89,0.09,
301037,,Cancer,LC,,1-Oct-89,0.09,
301038,,Cancer,LC,,1-Oct-89,0.09,
301039,,Cancer,LC,,1-Oct-89,0.09,
301040,,Cancer,LC,,1-Oct-89,0.09,
301041,,Cancer,LC,,1-Oct-89,0.09,
301042,,Cancer,LC,,1-Oct-89,0.09,
301043,,Cancer,LC,,1-Oct-89,0.09,
301044,,Cancer,LC,,1-Oct-89,0.09,
301045,,Cancer,LC,,1-Oct-89,0.09,
301046,,Cancer,LC,,1-Oct-89,0.09,
301047,,Cancer,LC,,1-Oct-89,0.09,
301048,,Cancer,LC,,1-Oct-89,0.09,
301049,,Cancer,LC,,1-Oct-89,0.09,
301050,,Cancer,LC,,1-Oct-89,0.09,
301051,,Cancer,LC,,1-Oct-89,0.09,
301052,,Cancer,LC,,1-Oct-89,0.09,
301053,,Cancer,LC,,1-Oct-89,0.09,
301054,,Cancer,LC,,1-Oct-89,0.09,
301055,,Cancer,LC,,1-Oct-89,0.09,
301056,,Cancer,LC,,1-Oct-89,0.09,
301057,,Cancer,LC,,1-Oct-89,0.09,
301058,,Cancer,LC,,1-Oct-89,0.09,
301059,,Cancer,LC,,1-Oct-89,0.09,
301060,,Cancer,LC,,1-Oct-89,0.09,
301061,,Cancer,LC,,1-Oct-89,0.09,
301062,,Cancer,LC,,1-Oct-89,0.09,
301063,,Cancer,LC,,1-Oct-89,0.09,
301064,,Cancer,LC,,1-Oct-89,0.09,
301065,,Cancer,LC,,1-Oct-89,0.09,
301066,,Cancer,LC,,1-Oct-89,0.09,
301067,,Cancer,LC,,1-Oct-89,0.09,
301068,,Cancer,LC,,1-Oct-89,0.09,
301069,,Cancer,LC,,1-Oct-89,0.09,
301070,,Cancer,LC,,1-Oct-89,0.09,
301071,,Cancer,LC,,1-Oct-89,0.09,
301072,,Cancer,LC,,1-Oct-89,0.09,
301073,,Cancer,LC,,1-Oct-89,0.09,
301074,,Cancer,LC,,1-Oct-89,0.09,
301075,,Cancer,LC,,1-Oct-89,0.09,
301076,,Cancer,LC,,1-Oct-89,0.09,
301077,,Cancer,LC,,1-Oct-89,0.09,
301078,,Cancer,LC,,1-Oct-89,0.09,
301079,,Cancer,LC,,1-Oct-89,0.09,
301080,,Cancer,LC,,1-Oct-89,0.09,
301081,,Cancer,LC,,1-Oct-89,0.09,
301082,,Cancer,LC,,1-Oct-89,0.09,
301083,,Cancer,LC,,1-Oct-89,0.09,
301084,,Cancer,LC,,1-Oct-89,0.09,
301085,,Cancer,LC,,1-Oct-89,0.09,
301086,,Cancer,LC,,1-Oct-89,0.09,
301087,,Cancer,LC,,1-Oct-89,0.09,
301088,,Cancer,LC,,1-Oct-89,0.09,
301089,,Cancer,LC,,1-Oct-89,0.09,
301090,,Cancer,LC,,1-Oct-89,0.09,
301091,,Cancer,LC,,1-Oct-89,0.09,
301092,,Cancer,LC,,1-Oct-89,0.09,
301096,,Cancer,AB,,1-Jan-91,110,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/26xylidinensrlaug2002.pdf
301114,,Cancer,AB,,1-Jan-90,4000,
301116,,Cancer,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/abpkg6c.pdf,4-Aug-00,,
301125,,Cancer,AB,,1-Jan-88,20,http://www.oehha.ca.gov/prop65/pdf/expcancer.pdf
301134,,Cancer,LC,http://oehha.ca.gov/proposition-65/crnr/notice-intent-list-benzophenone-coconut-oil-diethanolamine-condensate-cocamide,22-Jun-12,,
301137,,Cancer,SQE,,1-Jan-89,,
301197,,Cancer,AB,,1-Jan-90,20,
301211,,Cancer,SQE,,1-Jan-89,,
301288,,Cancer,SQE,,1-Jan-89,200,
301300,,Cancer,AB,,1-Oct-94,,
301322,,Cancer,AB,http://oehha.ca.gov/media/downloads/proposition-65/noilimazalil120310.pdf,20-May-11,11,http://oehha.ca.gov/media/downloads/crnr/090911isorimazalil.pdf
301327,,Cancer,AB,http://www.oehha.ca.gov/prop65/CRNR_notices/admin_listing/intent_to_list/noilAbpkg40.html,25-Feb-11,,
301373,,Cancer,AB,,1-Oct-94,,
301379,,Cancer,AB,http://oehha.ca.gov/media/downloads/crnr/noilabpkg36.pdf,15-Apr-11,,
301407,,Cancer,SQE,,1-Jan-88,0.02,http://www.oehha.ca.gov/prop65/pdf/expcancer.pdf
301411,,Cancer,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/noilpkg31b071108.pdf,12-Sep-08,,
301413,,Cancer,SQE,,1-Jan-88,,
301415,,Cancer,SQE,,1-Sep-96,,
301438,,Cancer,AB,,1-Jan-90,3,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/expcancer.pdf
301477,,Cancer,AB,,1-Apr-92,,
301513,,Cancer,AB,,1-May-96,,
301543,,Cancer,AB,http://oehha.ca.gov/media/downloads/crnr/noilabpkg19a1.pdf,22-Dec-00,,
301581,,Cancer,SQE,,1-Jan-88,0.6,
301587,,Cancer,AB,http://www.oehha.ca.gov/prop65/CRNR_notices/admin_listing/intent_to_list/120211_ABpkg37b.html,3-Feb-12,,
301593,,Cancer,SQE,,1-Jul-87,0.2,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/expcancer.pdf
301598,,Cancer,SQE,,1-Jan-88,0.02,
301612,,Cancer,SQE,,1-Jan-88,0.6,
301637,,Cancer,SQE,,1-Jan-88,0.6,
301647,,Cancer,SQE,,1-Jan-89,,
301648,,Cancer,SQE,,1-Jan-88,0.02,
301658,,Cancer,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/noilabpkg34spirocarb.pdf,8-Oct-10,,
301680,,Cancer,SQE,,1-Jan-88,0.02,
301705,,Cancer,AB,http://www.oehha.ca.gov/prop65/CRNR_notices/admin_listing/intent_to_list/NOILABpkg37a.html,22-Mar-11,,
301727,,Cancer,AB,,1-Oct-90,,
301733,,Cancer,AB,,1-Oct-90,,
301737,,Cancer,LC,http://oehha.ca.gov/proposition-65/crnr/notice-intent-list-chemicals-labor-code-mechanism-alpha-methylstyrene-and-13,2-Nov-12,,
301871,,Cancer,LC,,1-Oct-89,0.09,
301873,,Cancer,LC,,1-Oct-89,0.09,
301875,,Cancer,LC,,1-Oct-89,0.09,
301876,,Cancer,LC,,1-Oct-89,0.09,
301877,,Cancer,LC,,1-Oct-89,0.09,
301878,,Cancer,LC,,1-Oct-89,0.09,
301880,,Cancer,LC,,1-Oct-89,0.09,
301881,,Cancer,LC,,1-Oct-89,0.09,
301882,,Cancer,LC,,1-Oct-89,0.09,
301883,,Cancer,LC,,1-Oct-89,0.09,
301884,,Cancer,LC,,1-Oct-89,0.09,
301885,,Cancer,LC,,1-Oct-89,0.09,
301886,,Cancer,LC,,1-Oct-89,0.09,
301887,,Cancer,LC,,1-Oct-89,0.09,
301888,,Cancer,LC,,1-Oct-89,0.09,
301889,,Cancer,LC,,1-Oct-89,0.09,
301890,,Cancer,LC,,1-Oct-89,0.09,
301891,,Cancer,LC,,1-Oct-89,0.09,
301892,,Cancer,LC,,1-Oct-89,0.09,
301893,,Cancer,LC,,1-Oct-89,0.09,
301894,,Cancer,LC,,1-Oct-89,0.09,
301895,,Cancer,LC,,1-Oct-89,0.09,
301896,,Cancer,LC,,1-Oct-89,0.09,
301897,,Cancer,LC,,1-Oct-89,0.09,
301898,,Cancer,LC,,1-Oct-89,0.09,
301899,,Cancer,LC,,1-Oct-89,0.09,
301900,,Cancer,LC,,1-Oct-89,0.09,
301901,,Cancer,LC,,1-Oct-89,0.09,
301902,,Cancer,LC,,1-Oct-89,0.09,
301903,,Cancer,LC,,1-Oct-89,0.09,
301904,,Cancer,LC,,1-Oct-89,0.09,
301905,,Cancer,LC,,1-Oct-89,0.09,
301906,,Cancer,LC,,1-Oct-89,0.09,
301907,,Cancer,LC,,1-Oct-89,0.09,
301908,,Cancer,LC,,1-Oct-89,0.09,
301909,,Cancer,LC,,1-Oct-89,0.09,
301910,,Cancer,LC,,1-Oct-89,0.09,
301911,,Cancer,LC,,1-Oct-89,0.09,
301912,,Cancer,LC,,1-Oct-89,0.09,
301913,,Cancer,LC,,1-Oct-89,0.09,
301914,,Cancer,LC,,1-Oct-89,0.09,
301915,,Cancer,LC,,1-Oct-89,0.09,
301916,,Cancer,LC,,1-Oct-89,0.09,
301917,,Cancer,LC,,1-Oct-89,0.09,
301918,,Cancer,LC,,1-Oct-89,0.09,
301919,,Cancer,LC,,1-Oct-89,0.09,
301920,,Cancer,LC,,1-Oct-89,0.09,
301921,,Cancer,LC,,1-Oct-89,0.09,
301922,,Cancer,LC,,1-Oct-89,0.09,
301923,,Cancer,LC,,1-Oct-89,0.09,
301924,,Cancer,LC,,1-Oct-89,0.09,
301925,,Cancer,LC,,1-Oct-89,0.09,
301926,,Cancer,LC,,1-Oct-89,0.09,
301927,,Cancer,LC,,1-Oct-89,0.09,
301928,,Cancer,LC,,1-Oct-89,0.09,
301929,,Cancer,LC,,1-Oct-89,0.09,
301930,,Cancer,LC,,1-Oct-89,0.09,
301931,,Cancer,LC,,1-Oct-89,0.09,
301932,,Cancer,LC,,1-Oct-89,0.09,
301933,,Cancer,LC,,1-Oct-89,0.09,
301934,,Cancer,LC,,1-Oct-89,0.09,
301935,,Cancer,LC,,1-Oct-89,0.09,
301936,,Cancer,LC,,1-Oct-89,0.09,
301937,,Cancer,LC,,1-Oct-89,0.09,
301938,,Cancer,LC,,1-Oct-89,0.09,
301939,,Cancer,LC,,1-Oct-89,0.09,
301940,,Cancer,LC,,1-Oct-89,0.09,
301941,,Cancer,LC,,1-Oct-89,0.09,
301942,,Cancer,LC,,1-Oct-89,0.09,
301943,,Cancer,LC,,1-Oct-89,0.09,
301944,,Cancer,LC,,1-Oct-89,0.09,
301945,,Cancer,LC,,1-Oct-89,0.09,
301946,,Cancer,LC,,1-Oct-89,0.09,
301947,,Cancer,LC,,1-Oct-89,0.09,
301948,,Cancer,LC,,1-Oct-89,0.09,
301949,,Cancer,LC,,1-Oct-89,0.09,
301950,,Cancer,LC,,1-Oct-89,0.09,
301951,,Cancer,LC,,1-Oct-89,0.09,
301952,,Cancer,LC,,1-Oct-89,0.09,
301953,,Cancer,LC,,1-Oct-89,0.09,
301954,,Cancer,LC,,1-Oct-89,0.09,
301955,,Cancer,LC,,1-Oct-89,0.09,
301956,,Cancer,LC,,1-Oct-89,0.09,
301957,,Cancer,LC,,1-Oct-89,0.09,
301958,,Cancer,LC,,1-Oct-89,0.09,
301959,,Cancer,LC,,1-Oct-89,0.09,
301960,,Cancer,LC,,1-Oct-89,0.09,
301961,,Cancer,LC,,1-Oct-89,0.09,
301962,,Cancer,LC,,1-Oct-89,0.09,
301963,,Cancer,LC,,1-Oct-89,0.09,
301964,,Cancer,LC,,1-Oct-89,0.09,
301965,,Cancer,LC,,1-Oct-89,0.09,
301966,,Cancer,LC,,1-Oct-89,0.09,
301967,,Cancer,LC,,1-Oct-89,0.09,
301968,,Cancer,LC,,1-Oct-89,0.09,
301969,,Cancer,LC,,1-Oct-89,0.09,
301970,,Cancer,LC,,1-Oct-89,0.09,
301971,,Cancer,SQE,http://www.oehha.ca.gov/prop65/hazard_ident/pdf_zip/TDCPP070811.pdf,28-Oct-11,5.4,http://oehha.ca.gov/media/downloads/crnr/060112tdcppisor_0.pdf
302131,,Cancer,LC,,1-Oct-89,0.09,
302157,,Cancer,AB,,1-Oct-94,,
302185,,Cancer,LC,,1-Oct-89,0.09,
302296,,Cancer,LC,,1-Oct-89,0.09,
302298,,Cancer,SQE,,1-Apr-88,0.0084 (oral),http://oehha.ca.gov/media/downloads/proposition-65/chemicals/062104clearcopy.pdf
302326,,Cancer,SQE,,1-Jan-88,0.02,
302447,,Cancer,LC,,1-Oct-89,0.09,
302448,,Cancer,LC,,1-Oct-89,0.09,
302449,,Cancer,LC,,1-Oct-89,0.09,
302451,,Cancer,LC,,1-Oct-89,0.09,
302452,,Cancer,LC,,1-Oct-89,0.09,
302453,,Cancer,LC,,1-Oct-89,0.09,
302555,,Cancer,SQE,,1-Jan-88,0.02,
302556,,Cancer,SQE,,1-Jan-88,0.02,
302557,,Cancer,SQE,,1-Jan-88,0.02,
302558,,Cancer,SQE,,1-Jan-88,0.02,
302559,,Cancer,SQE,,1-Jan-88,0.02,
302560,,Cancer,SQE,,1-Jan-88,0.02,
302561,,Cancer,SQE,,1-Jan-88,0.02,
302562,,Cancer,SQE,,1-Jan-88,0.02,
302563,,Cancer,SQE,,1-Jan-88,0.02,
302564,,Cancer,SQE,,1-Jan-88,0.02,
302565,,Cancer,SQE,,1-Jan-88,0.02,
302567,,Cancer,SQE,,1-Jan-88,0.02,
302568,,Cancer,SQE,,1-Jan-88,0.02,
302569,,Cancer,SQE,,1-Jan-88,0.02,
302570,,Cancer,SQE,,1-Jan-88,0.02,
302571,,Cancer,SQE,,1-Jan-88,0.02,
302572,,Cancer,SQE,,1-Jan-88,0.02,
302573,,Cancer,SQE,,1-Jan-88,0.02,
302574,,Cancer,SQE,,1-Jan-88,0.02,
302575,,Cancer,SQE,,1-Jan-88,0.02,
302576,,Cancer,SQE,,1-Jan-88,0.02,
302577,,Cancer,SQE,,1-Jan-88,0.02,
302578,,Cancer,SQE,,1-Jan-88,0.02,
302579,,Cancer,SQE,,1-Jan-88,0.02,
302580,,Cancer,SQE,,1-Jan-88,0.02,
302581,,Cancer,SQE,,1-Jan-88,0.02,
302582,,Cancer,SQE,,1-Jan-88,0.02,
302583,,Cancer,SQE,,1-Jan-88,0.02,
302584,,Cancer,SQE,,1-Jan-88,0.02,
302585,,Cancer,SQE,,1-Jan-88,0.02,
302620,,Cancer,AB,,1-May-96,,
302823,,Cancer,LC,,1-Oct-89,0.09,
302824,,Cancer,LC,,1-Oct-89,0.09,
302825,,Cancer,LC,,1-Oct-89,0.09,
302826,,Cancer,LC,,1-Oct-89,0.09,
302827,,Cancer,LC,,1-Oct-89,0.09,
302828,,Cancer,LC,,1-Oct-89,0.09,
302829,,Cancer,LC,,1-Oct-89,0.09,
302854,,Cancer,LC,,1-Oct-89,0.09,
302855,,Cancer,LC,,1-Oct-89,0.09,
302856,,Cancer,LC,,1-Oct-89,0.09,
302857,,Cancer,LC,,1-Oct-89,0.09,
302858,,Cancer,LC,,1-Oct-89,0.09,
302859,,Cancer,LC,,1-Oct-89,0.09,
302860,,Cancer,LC,,1-Oct-89,0.09,
302861,,Cancer,LC,,1-Oct-89,0.09,
302862,,Cancer,LC,,1-Oct-89,0.09,
302863,,Cancer,LC,,1-Oct-89,0.09,
302864,,Cancer,LC,,1-Oct-89,0.09,
302865,,Cancer,LC,,1-Oct-89,0.09,
302866,,Cancer,LC,,1-Oct-89,0.09,
302867,,Cancer,LC,,1-Oct-89,0.09,
302868,,Cancer,LC,,1-Oct-89,0.09,
302869,,Cancer,LC,,1-Oct-89,0.09,
302870,,Cancer,LC,,1-Oct-89,0.09,
302871,,Cancer,LC,,1-Oct-89,0.09,
302872,,Cancer,LC,,1-Oct-89,0.09,
302873,,Cancer,LC,,1-Oct-89,0.09,
302874,,Cancer,LC,,1-Oct-89,0.09,
302875,,Cancer,LC,,1-Oct-89,0.09,
302876,,Cancer,LC,,1-Oct-89,0.09,
302877,,Cancer,LC,,1-Oct-89,0.09,
302878,,Cancer,LC,,1-Oct-89,0.09,
302967,,Cancer,LC,,1-Oct-89,0.09,
302968,,Cancer,LC,,1-Oct-89,0.09,
302969,,Cancer,LC,,1-Oct-89,0.09,
302970,,Cancer,LC,,1-Oct-89,0.09,
302971,,Cancer,LC,,1-Oct-89,0.09,
302972,,Cancer,LC,,1-Oct-89,0.09,
302973,,Cancer,LC,,1-Oct-89,0.09,
302974,,Cancer,LC,,1-Oct-89,0.09,
302975,,Cancer,LC,,1-Oct-89,0.09,
302976,,Cancer,LC,,1-Oct-89,0.09,
302977,,Cancer,LC,,1-Oct-89,0.09,
302978,,Cancer,LC,,1-Oct-89,0.09,
303133,,Cancer,LC,,1-Oct-89,0.09,
303134,,Cancer,LC,,1-Oct-89,0.09,
303135,,Cancer,LC,,1-Oct-89,0.09,
303136,,Cancer,LC,,1-Oct-89,0.09,
303137,,Cancer,LC,,1-Oct-89,0.09,
303138,,Cancer,LC,,1-Oct-89,0.09,
303139,,Cancer,LC,,1-Oct-89,0.09,
303140,,Cancer,LC,,1-Oct-89,0.09,
303141,,Cancer,LC,,1-Oct-89,0.09,
303142,,Cancer,LC,,1-Oct-89,0.09,
303143,,Cancer,LC,,1-Oct-89,0.09,
303144,,Cancer,LC,,1-Oct-89,0.09,
303145,,Cancer,LC,,1-Oct-89,0.09,
303146,,Cancer,LC,,1-Oct-89,0.09,
303147,,Cancer,LC,,1-Oct-89,0.09,
303148,,Cancer,LC,,1-Oct-89,0.09,
303149,,Cancer,LC,,1-Oct-89,0.09,
303150,,Cancer,LC,,1-Oct-89,0.09,
303151,,Cancer,LC,,1-Oct-89,0.09,
303152,,Cancer,LC,,1-Oct-89,0.09,
303153,,Cancer,LC,,1-Oct-89,0.09,
303154,,Cancer,LC,,1-Oct-89,0.09,
303155,,Cancer,LC,,1-Oct-89,0.09,
303156,,Cancer,LC,,1-Oct-89,0.09,
303157,,Cancer,LC,,1-Oct-89,0.09,
303158,,Cancer,LC,,1-Oct-89,0.09,
303159,,Cancer,LC,,1-Oct-89,0.09,
303160,,Cancer,LC,,1-Oct-89,0.09,
303161,,Cancer,LC,,1-Oct-89,0.09,
303162,,Cancer,LC,,1-Oct-89,0.09,
303163,,Cancer,LC,,1-Oct-89,0.09,
303164,,Cancer,LC,,1-Oct-89,0.09,
303165,,Cancer,LC,,1-Oct-89,0.09,
303224,,Cancer,SQE,,1-Jan-88,0.4,http://www.oehha.ca.gov/prop65/pdf/expcancer.pdf
154,,Cancer,AB,http://oehha.ca.gov/proposition-65/crnr/notice-intent-list-31-chemicals,15-May-98,,
264,,Cancer,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/noilpkg22b.pdf,11-Aug-06,,
353,,Cancer,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/noilabpkg34spirocarb.pdf,5-Feb-10,,
384,,Cancer,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/abpkg6b.pdf,2-Jun-00,,
525,,Cancer,AB,http://oehha.ca.gov/proposition-65/crnr/chemicals-listed-effective-april-2-2010-known-state-cause,6-Apr-10,,
595,,Cancer,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/noilabpkg19b3.pdf,19-Apr-02,5.8,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/naphthalenensrl.pdf
609,,Cancer,AB,http://oehha.ca.gov/proposition-65/crnr/notice-intent-list-chemicals-18-chemicals,26-Aug-97,,
668,,Cancer,AB,http://oehha.ca.gov/media/downloads/crnr/abpkg19b1.pdf,27-Feb-01,,
703,,Cancer,SQE,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/tnthid080110.pdf,19-Dec-08,8.2,http://oehha.ca.gov/media/downloads/crnr/073010tntnsrl.pdf
778,,Cancer,AB,http://oehha.ca.gov/media/downloads/crnr/noilpkg19b1.pdf,27-Feb-01,,
788,,Cancer,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/noilabpkg20a.pdf,11-Jun-04,54 (inhalation)                 41 (oral),http://oehha.ca.gov/media/downloads/proposition-65/chemicals/ethylbenzenensrl032808.pdf
1933,,Cancer,AB,http://oehha.ca.gov/media/downloads/crnr/noilpkg19b1.pdf,27-Feb-01,,
1999,,Cancer,AB,http://oehha.ca.gov/proposition-65/crnr/chemicals-listed-effective-april-2-2010-known-state-cause,6-Apr-10,,
300243,,Cancer,AB,http://oehha.ca.gov/media/downloads/crnr/noilpkg19b1.pdf,27-Feb-01,,
300246,,Cancer,SQE,,20-Aug-99,,
300295,,Cancer,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/noilaqlisting20justification.pdf,28-Sep-07,,
300515,,Cancer,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/noilabpkg19b3.pdf,19-Apr-02,5.8,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/naphthalenensrl.pdf
300516,,Cancer,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/noilabpkg19b3.pdf,19-Apr-02,5.8,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/naphthalenensrl.pdf
300892,,Cancer,AB,http://oehha.ca.gov/media/downloads/crnr/noilpkg19b1.pdf,27-Feb-01,,
301111,,Cancer,SQE,,5-Oct-05,,
301198,,Cancer,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/noilabpkg31a050208.pdf,1-Jul-08,,
301298,,Cancer,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/899not.pdf,20-Aug-99,,
301371,,Cancer,AB,http://oehha.ca.gov/proposition-65/crnr/notice-intent-list-diclofop-methyl-and-epoxiconazole,6-Apr-10,,
301377,,Cancer,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/noilabpkg31a050208.pdf,1-Jul-08,,
301393,,Cancer,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/abpkg6b.pdf,2-Jun-00,,
